nombre_empresa,rut,confianza_rut,telefono,email,instagram,facebook,tiktok,otras_redes,rubro,comuna,region,direccion,tiene_sitio_web,confianza_overture,fuente
Kromaq Spa,77.352.585-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56934860411,contacto@kromaq.cl,,https://www.facebook.com/101260432187485,,,professional service,Lautaro,,Avenida Bernardo O'Higgins 1444,no,0.885,https://explore.overturemaps.org/#ceffa016-e4db-41e4-89bc-c4744a614c59
Delycaté SPA,76.993.072-8,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56934817420,contacto@delycate.cl,,https://www.facebook.com/2302300160091058,,,restaurant,Lautaro,,Calle Manuel Rodríguez 698,no,0.981,https://explore.overturemaps.org/#9ba6e077-1aac-46cd-9a0e-755987d73538
Constructora RDONE,77.139.851-0,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56965390619,drobertopatricio@gmail.com,,https://www.facebook.com/110980151415724,,,building supply store,Lautaro,,,no,0.103,https://explore.overturemaps.org/#efb677a2-446c-4dd4-958d-1a14d0d9eaa4
panaderia mirador de volcanes,77.117.941-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56975767403,panaderiamiradordevolcanes@gmail.com,,https://www.facebook.com/101486971473646,,,bakery,Lautaro,,Puyehue 90,no,0.484,https://explore.overturemaps.org/#df4e8d28-4050-407e-8bb8-b72a939c1600
Parque Navideño Yonkers,77.097.818-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56984415758,juanleal.relacionespublicas@gmail.com,,https://www.facebook.com/102574998889803,,,amusement park,Lautaro,,kilometro 22,no,0.795,https://explore.overturemaps.org/#d39e436e-258b-4ee4-8cbb-50765460a04d
Volts Soluciones Eléctricas Spa,77.780.348-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56984419496,fariasymedinaelectricidad@gmail.com,,https://www.facebook.com/286198801233464,,,electrician,Collipulli,,,no,0.108,https://explore.overturemaps.org/#5fbe998b-e69a-4de7-81a6-65f0b52f4ba9
Seguri-Tech,77.978.847-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56995153510,collipulliseguritech@gmail.com,,https://www.facebook.com/155229041014690,,,home security,Collipulli,,"Av. Notredame 1198, A",no,0.221,https://explore.overturemaps.org/#17653288-2677-4469-be4f-014dea78e240
Delicias MAGUS,77.234.032-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56998878072,deliciasmagusjennifer@gmail.com,,https://www.facebook.com/984229675241360,,,delicatessen,Victoria,,CALLE PORTALES #710,no,0.524,https://explore.overturemaps.org/#744016bf-16df-488f-b53d-39cb57aa9842
Hosteria Y Hospedaje Ignacia,77.571.233-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56452841686,andyta_lagos@hotmail.com,,https://www.facebook.com/1962320610515382,,,restaurant,Victoria,,,no,0.971,https://explore.overturemaps.org/#eeb1a54b-64ed-4fb0-acb1-05064f3b0bd5
Tercer Tiempo Spa,77.893.895-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56984644525,3tiempospa@gmail.com,,https://www.facebook.com/175634658959239,,,distillery,Victoria,,Angamos 708,no,0.764,https://explore.overturemaps.org/#2fbc0c2e-7ded-4c47-8f58-5dc2d7951eb0
Construsoluciones,77.584.421-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56933078224,construsolucioneschileix@gmail.com,,https://www.facebook.com/780027175484956,,,geological service,Cunco,,4890000 Cunco,no,0.375,https://explore.overturemaps.org/#6174a9dd-f73c-4ab2-8d38-a73a219fbf12
Constructora Lago Colico,77.016.323-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56961918165,constructoralagocolico@gmail.com,,https://www.facebook.com/110006117022204,,,building or construction service,Cunco,,Calle La Concepción 553,no,0.396,https://explore.overturemaps.org/#c664d784-7983-4116-a55a-0a7e0fe2094a
J Garage,77.575.814-7,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56985242895,jesus.galaz321@gmail.com,,https://www.facebook.com/106285611915562,,,professional service,Cunco,,Colico sur 1431,no,0.753,https://explore.overturemaps.org/#4167eb29-d629-4f19-9540-10af9fc727b1
Donuts pochi,78.266.403-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56963936252,donutspochi@gmail.com,,https://www.facebook.com/109292681889484,,,coffee shop,Cunco,,Colico sur 1430,no,0.097,https://explore.overturemaps.org/#374463aa-4534-4312-bc7a-2da33766e89e
Constructora ValpoSur,77.067.242-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56942882477,constructoravalposur@gmail.com,,https://www.facebook.com/100962796290953,,,,Cunco,,las juntas parcela 10 cunco,no,0.352,https://explore.overturemaps.org/#48d16830-ce8c-45ce-9445-4f7da12e2cd1
Lagunas del bosque,77.492.309-8,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56961815646,lagunasdelbosque@gmail.com,,https://www.facebook.com/110427588199546,,,swimming pool,Vilcún,,Lagunas Del Bosque,no,0.934,https://explore.overturemaps.org/#464e7ed0-afec-4cc7-82dd-febf445a8012
Centro Odontologico Integral Las Araucarias,78.035.144-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56951211935,odontologicoaraucarias@gmail.com,,https://www.facebook.com/1562289724063355,,,dental clinic,Vilcún,,Avenida Arturo Prat 17,no,0.962,https://explore.overturemaps.org/#ce51c913-e7eb-47c4-b34f-0b557aa434de
La Espiga,78.086.455-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56959217689,laespigavilcun@gmail.com,,https://www.facebook.com/106658944430648,,,grocery store,Vilcún,,Avenida Arturo Prat 282,no,0.593,https://explore.overturemaps.org/#19d50572-21a5-40e8-86a6-6c315bb566ea
Veterinaria Vilcun,77.854.084-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56986676581,veterinariavilcun@gmail.com,,https://www.facebook.com/238440679362079,,,veterinarian,Vilcún,,"Prados de Mendoza 0412, Vilcun",no,0.876,https://explore.overturemaps.org/#61bd6f5d-c92b-40a1-bb24-95e8058e35c8
Consulta Kinesica Vilcún,77.957.679-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56976616130,kinemiguelherre@gmail.com,,https://www.facebook.com/151155688869789,,,health care,Vilcún,,Avenida Arturo Prat 623,no,0.778,https://explore.overturemaps.org/#7550f025-6247-4eed-8a68-1fc1df8ee44d
Centro Integral Odontologico GC,77.269.987-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56959141716,clinicaodonlogiagc@gmail.com,,https://www.facebook.com/153547868607480,,,outpatient care facility,Vilcún,,Blanco Encalada 207,no,0.931,https://explore.overturemaps.org/#718609b1-820c-4e6e-8944-e876f7d6a068
Refugio Las Palmeras,77.492.498-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56939064045,c.carola.gutierrez@gmail.com,,https://www.facebook.com/110558198281621,,,cabin,Cunco,,"Cruce 4 esquinas camino a las Hortensias, Cunco",no,0.638,https://explore.overturemaps.org/#396f21e2-21cf-46eb-bb3d-d7bff58f9d37
Maderas RS,77.318.373-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56999613604,maderasrs8@gmail.com,,https://www.facebook.com/103376608449118,,,lumber store,Cunco,,"Cunco, Calle Santa María 0182",no,0.547,https://explore.overturemaps.org/#31b39636-2855-4c7c-9ab1-9f94b8213928
Agrocamping Epu Leufu,77.573.754-9,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56991005856,agrocampingepuleufu@gmail.com,,https://www.facebook.com/1155249374503642,,,campground,Cunco,,Unnamed Road,no,0.906,https://explore.overturemaps.org/#41618dea-2518-4434-b255-3d0bfc527995
Óptica Girasol,77.688.666-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56949703420,opticagirasol@gmail.com,,https://www.facebook.com/909350052258937,,,eyewear store,Villarrica,,Calle Vicente Reyes 773,no,0.258,https://explore.overturemaps.org/#d9018ad3-005f-4360-98d5-b5b60c52a23a
Academia Studio Frada,77.553.145-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56922287531,academia.frada@gmail.com,,https://www.facebook.com/104122955736297,,,beauty salon,Villarrica,,Calle Vicente Reyes 753,no,0.876,https://explore.overturemaps.org/#fe93bafa-851a-48bb-aad5-fa52848df09c
cleo joyas,77.451.953-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56985010048,ventascleojoyasspa@gmail.com,,https://www.facebook.com/109671271738905,,,jewelry store,Villarrica,,Calle Camilo Henríquez 499,no,0.277,https://explore.overturemaps.org/#e6c39f70-e334-4dce-9238-750943578802
Librería Calipso,77.098.274-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56994096976,calipsodelivery@gmail.com,,https://www.facebook.com/102364058086026,,,bookstore,Villarrica,,Calle Camilo Henríquez 576,no,0.505,https://explore.overturemaps.org/#3acb9e12-e3c1-446d-9f0d-2ef060a26861
Chocolake,78.212.881-7,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56973935203,chocolakerepostero@gmail.com,,https://www.facebook.com/776028688927106,,,food and beverage store,Villarrica,,Calle Anfión Muñoz 550,no,0.337,https://explore.overturemaps.org/#464b636d-0f89-42d3-954a-186144047444
Alter Barber Studio,78.111.307-7,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56973060201,alter.barber.studio@gmail.com,,https://www.facebook.com/601820173007096,,,barber,Villarrica,,Calle Anfión Muñoz 540,no,0.266,https://explore.overturemaps.org/#ac38efdd-134f-42ce-bc43-762b8934a6c1
Raddatz y Manzur Abogados,77.871.811-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56982433562,raddatzmanzurabogados@gmail.com,,https://www.facebook.com/100618959384199,,,attorney or law firm,Villarrica,,"Anfión Muñoz N° 530, Of. 3",no,0.907,https://explore.overturemaps.org/#5fd4e527-985c-45f1-905f-7d79d175415b
Parabrisas Villarrica,78.323.444-0,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56452413877,parabrisas-villarrica@hotmail.com,,https://www.facebook.com/660713913790639,,,automotive repair,Villarrica,,Calle Valentín Letelier 525,no,0.689,https://explore.overturemaps.org/#19b6ea75-2640-4a26-9670-3a8595e175f0
CASA Fiesta,77.578.757-0,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56999859678,casa.fiesta22@gmail.com,,https://www.facebook.com/117600644602968,,,party supply store,Villarrica,,Avenida Pedro de Valdivia 603,no,0.646,https://explore.overturemaps.org/#c4683d16-c003-42f9-b2c3-d79656c55b7a
Funeraria La Corona Villarrica,77.897.141-0,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56978789237,funerarialacoronaa@gmail.com,,https://www.facebook.com/1019930067881110,,,funeral service,Villarrica,,Avenida Pedro de Valdivia 545,no,0.254,https://explore.overturemaps.org/#0ed436d3-befd-4028-b384-a3c1dc110ee8
Comercial  El Volcan,77.480.661-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56989792069,mariacurilef.elvolcan@gmail.com,,https://www.facebook.com/105956960885609,,,geographic entities,Villarrica,,Calle Francisco Bilbao 557,no,0.745,https://explore.overturemaps.org/#0ae595f9-51ed-4430-819a-dec4ef9c2905
El Señor del Sushi,77.937.108-5,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56968452194,lordofthesushi@gmail.com,,https://www.facebook.com/1562739210701351,,,sushi restaurant,Villarrica,,Avenida Pedro de Valdivia 124,no,0.863,https://explore.overturemaps.org/#4e963263-6098-45db-a558-15d8375f5719
Newen Zomo,77.195.012-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56974877563,comercialnewenzomospa@gmail.com,,https://www.facebook.com/102037581795058,,,fast food restaurant,Villarrica,,Calle Saturnino Epulef 195,no,0.675,https://explore.overturemaps.org/#bb851ab2-6b7f-4d6d-bf23-ed4f9f32e17a
Lubricentro Ross,78.067.959-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56974799225,lubricentrorossspa@gmail.com,,https://www.facebook.com/954687567728583,,,gas station,Villarrica,,Calle Isabel Riquelme 410,no,0.266,https://explore.overturemaps.org/#419b76b3-ed2d-458b-b869-f6b415e3d8e6
Vivero Los Tulipanes,77.709.763-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56962979043,scarlettleyton2018@gmail.com,,https://www.facebook.com/102890219185822,,,nursery and gardening store,Villarrica,,los ulmos,no,0.547,https://explore.overturemaps.org/#906515b6-1b2c-4eb7-82da-62dd289010b4
Casa Kiltra,77.311.163-4,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56984196784,casakiltra@gmail.com,,https://www.facebook.com/108333650657788,,,cultural center,Villarrica,,Calle Pedro León Gallo 818,no,0.804,https://explore.overturemaps.org/#1127457d-ef68-400c-9dbd-f7c369dbf80e
Villa Mascota E.I.R.L.,77.582.839-0,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56949675987,contacto@villamascota.cl,,https://www.facebook.com/100271966113858,,,pet store,Villarrica,,Calle Francisco Cornejo 1420,no,0.745,https://explore.overturemaps.org/#e9441eec-8fc9-40d1-920c-fba8a709eac9
Terapias Del Sur,78.332.463-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56930093576,terapiasdelsur.villarrica@gmail.com,,https://www.facebook.com/1146893048734383,,,massage therapy,Villarrica,,"Bosques de Algarrobo, Jardín Floresta 1365",no,0.721,https://explore.overturemaps.org/#8c63e7f0-a4f2-400d-be86-d39870735e86
Maderas Lacustre,77.824.053-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56930296165,cotizaciones.maderaslacustre@gmail.com,,https://www.facebook.com/231437170057339,,,building supply store,Villarrica,,Avenida Presidente Juan Antonio Ríos 527,no,0.639,https://explore.overturemaps.org/#982e3173-5b4a-4cf3-8d4c-61ca44a0288a
Distribuidora FJ,77.069.354-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56993223415,distribuidorafj2019@gmail.com,,https://www.facebook.com/104629757640650,,,restaurant wholesale,Villarrica,,Calle Anfión Muñoz 987,no,0.273,https://explore.overturemaps.org/#ca57268a-7943-4969-a533-8320c32dbccf
Surtradicion spa,78.135.361-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56994255839,ssurtradicion@gmail.com,,https://www.facebook.com/644668105403630,,,food beverage distributor,Villarrica,,Calle Aviador Acevedo 1023,no,0.343,https://explore.overturemaps.org/#ec2ba460-e329-42ab-9d43-c503ffcae8e9
Avicola Molco,77.206.323-7,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56958994914,avicolamolcospa@gmail.com,,https://www.facebook.com/113658407203572,,,pet breeder,Villarrica,,"Camino Villarrica- Pucón km 12, interior 3km, Molco Alto",no,0.613,https://explore.overturemaps.org/#37a4154e-88eb-46bc-996b-b895558e148c
Red Hot Studio Creativo,77.571.886-2,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56994316343,bastian.felipec@gmail.com,,https://www.facebook.com/1379563352060498,,,fashion accessories store,Villarrica,,Calle Pedro Montt 549,no,0.661,https://explore.overturemaps.org/#23c12002-7dc0-4aa2-b942-7f59e62cbe24
Visionari studio y salón,78.152.347-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56957192213,celedonleila65@gmail.com,,https://www.facebook.com/682715878251813,,,barber,Villarrica,,Calle Aviador Acevedo 849,no,0.287,https://explore.overturemaps.org/#9217982d-bc49-4f19-8dfb-ca6d5783ff6b
Comercial El Grano,77.353.083-1,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56942795888,elgranospa@gmail.com,,https://www.facebook.com/107860148261988,,,shopping,Villarrica,,Avenida Presidente Juan Antonio Ríos 1312,no,0.828,https://explore.overturemaps.org/#623a4d58-2084-4f63-a281-81a2ce4f1f4e
Enlace Metal,77.858.796-3,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56995703638,enlacemetal@gmail.com,,https://www.facebook.com/357627214097500,,,metal supplier,Villarrica,,Calle Juan de Aro 1455,no,0.446,https://explore.overturemaps.org/#ed85c969-fec7-4813-b1ad-dc84a3ec47cc
Ernesto Lopez HVAC,77.253.938-K,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56941741226,eernestollopez@gmail.com,,https://www.facebook.com/1661203234150113,,,hvac service,Villarrica,,Calle Lago Las Rocas 2065,no,0.219,https://explore.overturemaps.org/#7e76d1c6-1633-44eb-a236-b2c3851b5fb3
Gleaming Car Ltda,77.215.997-8,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56962445686,gleaming.carv@gmail.com,,https://www.facebook.com/105629447782895,,,car wash,Villarrica,,Calle Saturnino Epulef 1309,no,0.538,https://explore.overturemaps.org/#33e201e5-a252-468c-82b4-cad99887f8f6
Look performance,78.075.356-0,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56967040478,diegfersalazar87@gmail.com,,https://www.facebook.com/100361359274339,,,automotive repair,Villarrica,,,no,0.334,https://explore.overturemaps.org/#7ec26226-0a55-4ab9-a398-8e664f49bebb
SabromeZa,77.585.711-0,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56972837075,sabromezarestaurant@gmail.com,,https://www.facebook.com/133343967364177,,,chinese restaurant,Villarrica,,Calle Pedro León Gallo 854,no,0.957,https://explore.overturemaps.org/#1729e4a1-8e96-4380-882b-fbeb317747d7
Khatty boutique,77.979.446-6,"probable (razon social + comuna, Registro de Empresas y Sociedades)",+56974534945,khattyboutique@gmail.com,,https://www.facebook.com/395551986979430,,,clothing store,Villarrica,,Calle Pedro Montt 447,no,0.198,https://explore.overturemaps.org/#fbab72d1-562d-4d86-b6cc-d3a360295658
